unique_id,similarity
BAGFEW,0.8368799673586934
BAGHAS,0.8662887711670185
BAGJAU10,0.8644042597013889
BAGMII,0.7054486760150864
BAGQIJ01,0.44826667040603974
BAGQOT,0.6034462897615149
BAJBIA,0.8513926556605258
BAJFIE,0.6865727527823037
BAKBEU01,0.7520317336917124
BAKTUD,0.4587631425427241
BALJUV,0.5278607021361408
BALKAC,0.5531900088842895
BALPOT,0.6900137429341261
BALRUD,
BALVUI,0.8296077590085765
BALWAP,0.5327208881387626
BALWIW,0.9176412787510723
BAMBAU,0.5904194644145393
BAMBUP,0.5329743767245121
BAMDAU,0.7848290459598541
BANHIK,0.41484083864516363
BANNUA,0.6965678758807456
BANPIQ,0.786994673487546
BANWAP,0.7473868276083703
BAPJEH,
BAPLEM,0.8364309992435802
BAPLIQ,0.7478932453187142
BAPOCM10,0.6697665242899008
BAPRAN,0.8123170127811661
BAQXID,0.5117343498555207
BARDIJ,0.8504348593253389
BARNUE,0.7320280585380575
BARPAM,0.7175132080699793
BARPEQ,0.7463517123849815
BARSOD,0.912157439544402
BARVEV,0.8846997018961963
BASBON,0.6374409119715004
BASCAA,0.7018405426745631
BASDUX,0.6383716269447622
BASMAJ,0.6678261070257846
BASNOY,0.9302517337514774
BATGUY10,0.7750663614344909
BATWOK,0.5066847270992548
BATXAX,0.4509136455676915
BAVNEU,0.6731845208738185
BAVRAU,0.7146704235547285
BAWHOW,0.6265071799854384
BAWNOC01,0.8218934336257593
BAWSUP,0.896471157400006
BAWVUQ01,0.6246604179223088
BAXJUF,0.6448512712336163
BAYKET,0.48242613954090946
BAYLAO,0.2990630556904515
BAYSIG,0.7201286447486956
BAZGOY02,0.6016777556682467
BAZGOY06,0.6029027137966013
BAZTEE,0.7251452464146262
BCHTOC,0.8120769470752128
BCPROP,0.6011607687082243
BDTOLE11,0.9086209141017846
BEBJEY,0.6214675628508189
BEBMAX,0.7876327699852339
BECVIR,0.848534949457542
BEDDIY,0.8747009049855824
BEDRIL02,0.6916630514601501
BEDROT,0.5937247605057705
BEDVUC,0.6414815043185412
BEDWAL,0.4067933452042064
BEDWOX,0.4834013596449881
BEFNUY,0.6996508909811336
BEFTAJ,0.3678731270773051
BEFTIR,0.7843832637888588
BEGJEE,0.8389799649054508
BEGRIR,0.8735303540840618
BEGRUA,0.4371504242727187
BEHCEX,0.9353057455383985
BEHGAZ,0.5577256254859754
BEHGUR,0.43120728653692797
BEHZOF,0.7115357513199045
BEJGUU,0.4949578681771692
BEJZEV12,0.4887394704788948
BEKCAX,0.8861409376374322
BEKDEA,0.8553648645261934
BEKFEF,0.8245146608808228
BEKJIK,0.6949754680105094
BELBAV01,0.5992202189328519
BELTOB,0.6134920227857632
BELXIC,0.7967184538398622
BELZIC,0.7889331458833577
BEMBEB,0.6063386442722221
BEMCAX,0.34218202489000493
BEMRIU10,0.6974815157799003
BEMSUH,0.8026068311304426
BEMZAV,0.7710742353941638
BENLUD,0.8302819606314237
BENRIX,0.8384180392854399
BENROD,0.6229557876760946
BENTUJ,0.4180213495604166
BENVAR,0.4761614591031523
BENXEY,0.7211659465872085
BENZEN,0.7361837941887797
BENZIL,0.4319880089952824
BEPKAJ,0.41462073616893313
BEPZIH,0.7769938020362794
BEQWEZ,0.39728853088088534
BEQWOJ,0.9251663422111922
BEQYOL,0.7234362373968201
BEQYUT,0.7510689771154913
BERDOT,0.8465114935300245
BERGIP,0.8924112376228532
BERJOX,0.8745692550344475
BERKEO,0.710814565607579
BERREV,0.6192234440121134
BERWEA,0.7793913699429214
BERYIJ,0.7062005638571751
BESCEI,0.5445225227474025
BESMOC,0.8304127557486795
BESQIZ,0.9046790062642154
BESSID,0.9559212920072239
BESWUT,0.964312626982088
BETCAE,0.4540521793636465
BETKIV,0.6505190690073084
BETKOB,0.730308306916537
BETLER,0.680998575084298
BETLIW,0.7462213568159234
BETNEU,0.8818625161860741
BETZAC,0.7218846197903719
BETZOQ,0.7955924546278973
BEVDAI,0.35295840890517644
BEVGUG,0.8935660694241608
BEVXAE,0.6553180796191487
BEWDAJ,0.33346087543019776
BEWDEN,0.6617874618574457
BEWFEO,0.5291996809348124
BEWFIS,0.9613046842098616
BEWFIV,0.8070266103941764
BEWMIC,0.4022674092198814
BEWPOJ,0.8241749643008293
BEXHES,0.7330049646426906
BEXHIW,0.7461954969892648
BEXHOC,0.6363498346960327
BEXMUM,0.774576102655117
BEXNAU,0.45721033345173945
BEXNOI,0.35696929224505086
BEXNUO,0.4775919304960791
BEXTIH,0.7047448362702767
BEXTUW,0.48775371705152976
BEYJUL,0.3433317685589641
BEYKAU,0.6639539298861201
BEZCOB,0.7402034734700299
BEZYAH,0.7130495253044156
BEZYEL,0.742007097951467
BEZYIP,0.5799293664400458
BEZYOV,0.7649775896825574
BIBDIB,0.8891760446575874
BIBZUJ,0.8243469674879305
BICFEB,0.6213787100669453
BICMOS,0.5288626614149686
BICQIQ,0.6476688126184649
BIDGUQ,0.9387410155446186
BIDPUC,0.7775717579262139
BIDVEP,0.6791292554919701
BIFQUD,0.6806204595566351
BIFRIS,0.6973562374569958
BIGBUO,0.7926284057044944
BIGCEZ,0.871139966021236
BIHLAH,0.5995003178253266
BIHPAK,0.8200393468759288
BIHRIU,0.48646438065521674
BIHTIW,0.67602702311323
BIHVOE,0.8113699393760523
BIHXAS,0.8180904752618646
BIJCAZ,0.555240200008146
BIJMUF,0.605125717401673
BIJSAO,0.7542743891535489
BIJYUP,0.4301535941340573
BIKBIG,0.7889681189125807
BIKGEH10,0.822363532845533
BIKGOR10,0.8494665205092979
BIKHAE10,0.5055844790715968
BIKHEI10,0.6487690073480493
BIKHOU,0.8668362247527736
BIKXOL,0.5103393265942333
BILKOY,0.6115311177076738
BILKUE,0.6140566436937224
BILQEU01,0.6279096520474186
BILWID,0.5077337395047588
BIMWUS,0.6347869638463329
BINAPH01,0.6425935512830344
BINDEI,0.6222559631322425
BINKER,0.7481221569314253
BINRIC,0.7117062253577195
BIPHDS02,0.8879901032400469
BIPHEN,0.6629862614923305
BIPYRL04,0.4873731686193159
BIQUOL,0.861521394090506
BIQYOR,0.8660302652941148
BIRFEN,0.8522124106996798
BIRKIW,0.8908770879540244
BISDAI,0.6464977699766413
BISDOY,0.8419229528197091
BISJAO01,0.6124338671432039
BISJIW,0.8483357785534407
BIUREA,0.5995788015853192
BIVDUH,0.6452048725518205
BIVFAQ,0.6713165659911112
BIVHEW,0.7503590974723631
BIVNAY,0.6638852347230619
BIVQIH,0.7898198065618558
BIVRUU,0.7960802959540157
BIVTUV,0.6746566547669918
BIVWAH,0.9217685868739296
BIVWEL,0.9155032115593504
BIWZUC,
BIXGUL,0.8701916913072526
BIXHOG,0.5441924118840133
BIXPON10,0.7939604572795396
BIXRAB10,0.774850663303783
BIYKIG,0.732508862148021
BIYRIM,0.9854171959492064
BIZDOE,0.6785322768622191
BIZLAY,0.894796046362371
BIZLEC,0.8241436977119229
BIZNEE,0.7430806150661042
BIZNOP,0.7963341133562112
BIZRAG,0.7973174155762179
BIZWOX,0.6242017218044111
BMCHBX10,0.9166987115755775
BNAFTH,0.9554882404700907
BNPHTA,0.7038045931708122
BNZQUI,0.7835899356403736
BOBKEI,0.6762599740856925
BOBLEJ,0.7626960931980317
BOBMAG01,0.6162921537515186
BOBNOW,0.8663409922278803
BOBWEX,0.6464524822922971
BOBWUN,0.8883966227071464
BOBXIC,0.8920983482144103
BOCJUZ,0.9338161906054756
BOCSIV01,0.7781114146877053
BODDUV,0.7165116573701751
BODFOR,0.5456722789322502
BOFDIJ,0.5066587597824079
BOFTAT,0.7148306573740718
BOGMIU,0.7063524256470709
BOGRAR,0.8348694391212276
BOGRIY,0.7103270988342546
BOGXOK,0.5379084000628676
BOHHUD,0.8923696150517149
BOHKAL,0.4155419223781712
BOHMEQ,0.6309394671433151
BOHMET,0.781390087889168
BOJFAI,0.831582115312428
BOJVUS,0.6452464551826608
BOJWAZ,0.8090951291635431
BOKGEP,0.7789722137196174
BOLDEL,0.2804783006603348
BOLPID,0.6525002695434221
BOLRAV,0.7973143863610155
BOLZAD,
BOLZEH,0.6533323975740597
BOMBEK,0.7760211012592251
BOMPOI,0.6411412427936818
BOMPUR,
BONJUM,0.685535276639417
BONLEY,0.8342632843359029
BONMAS,0.4436933107943606
BONTUV,0.5584274876399429
BONWOS,0.6930214181371033
BOPCEQ,0.6148746713269824
BOPCIU,0.6309517413220873
BOPCOA,0.6501213332448917
BOPCUG,0.6654182686860575
BOPDIV,0.6518068754984028
BOPDOB,0.6508273656860014
BOPLID,0.7012748237712007
BOPLOJ,0.6649618385063726
BOPQEC,0.6010158549559959
BOPQUS,0.9575747764157764
BOPYUD,0.7741915534371833
BOPZIP,0.8875474180606843
BOQDES,0.6448717523704375
BOQJUM,0.8920230855277829
BOQKOJ,0.6988073861211899
BOQSEF,0.8429755828202693
BORFEW,0.9222013226591101
BOSBIW,0.849339801547007
BOSMUS,0.9570029694420199
BOTJAX,0.6387953304420985
BOTWAJ,0.6858923825086335
BOTWAK,0.59333648452594
BOTWOX,0.7688706591048854
BOVCUL,0.6930508127046912
BOVROT,0.8876030245742466
BOWQOT,0.6515849439961444
BOWRIQ01,0.6193066303357949
BOWTAK,0.8994565845518189
BOWTEO,0.7468906349586242
BOWXER,0.7536529672135556
BOWZOC,0.8198007140643366
BOXFAV,0.6607565980791716
BOXZIA,0.7136326857159021
BOZTIT,0.5248044697254662
BOZZUN,0.48311360591060293
BPHCOY10,0.7470305397776822
BTRYPT,0.776655789170418
BUBJIR,0.6553554180558125
BUBLIT,0.5220985737346342
BUCACT01,0.820128005457064
BUCCOT,0.7283848661782021
BUCSOK,0.941900819645635
BUCSUQ,0.9134648985901631
BUCZUU,0.9143576020009156
BUDBAD,0.866901710165288
BUDDOW,0.8021321798883705
BUDKIX,0.8356734308643233
BUDMIX,0.6645225659155705
BUDMOD,0.9110671984312196
BUDPIB,0.5614491190727267
BUDQEY,0.5946606984936981
BUFBIO,0.8700671894976701
BUFCUB,0.7895982471607973
BUFDUB,0.9486508444541355
BUFHAM,0.6447338840588448
BUFJOC,0.852200180662371
BUFNAS,0.6373358758030712
BUFNUL,0.6213042605974369
BUFPAT,0.8822058596441302
BUFXAE,0.9074963163896342
BUGGES,0.8189816571314196
BUGJUJ,0.5986211008596783
BUGKIX,
BUGMUL,0.5783479207711432
BUHCIS,0.7386600772097902
BUHHIY,0.40083141040819437
BUHJAQ,0.5197677712704706
BUHJEU,0.6743810607659306
BUHLUM,0.7417912156310186
BUHSIJ,0.4124019878531815
BUHYIM,0.6953003611820386
BUKQOO,0.7501263657628084
BUKSOS,0.9345300630497997
BULCEQ,0.8761869424198687
BULWIQ,0.4648942715181351
BUMGOF,0.3918533302595465
BUMKUP,0.503316209873801
BUNJAV,0.6013791328316346
BUNLEB,0.40731248504369216
BUNYOY,0.3620173610300397
BUNZER,0.5066336837616067
BUNZIV,0.7101199244739259
BUNZUH,0.8818345371591525
BUPBEW,
BUPDOF,0.6450528966226897
BUPHCB,0.8397538849057095
BUPHUR,0.6255240017705832
BUPQAE01,0.539619759415645
BUPREJ,0.45464015697154797
BUPRIN01,0.6507605753883728
BUPWUE,0.7199502435866978
BUQKUT,0.8582530218039697
BURBUN,0.482529991111199
BURNEJ,0.7417787445459642
BURPUA,0.7937151327027174
BURQAI,0.8952097557326012
BURXIY,0.58022290131372
BURYIY,0.6053890400060067
BUSGIF,0.821979318109909
BUSJEF,0.5043559045293531
BUTBNZ01,0.5086484549579637
BUTPUB,0.8181057694795857
BUTPYR11,0.7860098649132067
BUTRAC,0.6483218481478167
BUTREN,0.579037230175601
BUTSEO,0.8388182034787295
BUVKEJ01,0.6883218944164101
BUWHOQ,0.8765324389165656
BUWVOH,0.49807705451729767
BUXMAK,0.7903792179113867
BUXSIX,0.6665221493806222
BUYJOU,0.7876564658984104
BUYMAL,0.7128636651576324
BZAZIN02,0.8597405276640063
BZAZPO,0.6593916046626059
BZCBNL01,0.5745484173421854
BZCPTK01,0.834250222347841
BZCYDY01,0.5088200484368999
BZDCPB08,0.7242909787505307
BZDIOX02,0.8245672024439529
BZONTR,0.46859574023570855
BZOYEY,0.8586733975448004
BZQDCL10,0.7631795533839321
BZTZLS,0.9169599197794491
BZYMTS,0.8782214896517023
CAACTY,0.6029733367207185
CABBIQ,0.624742885183773
CABMIB,0.5637782321428598
CABTUV,0.9141976104222973
CABVIL,0.48663838602407605
CABXAF,0.8342000958857405
CACFIW,0.4229061399458364
CACWEJ,0.9325879416550262
CADBER,0.8676259792327458
CADCUH,0.8452683318047269
CADGET,0.6615357913924391
CADGOF,0.648522635919579
CADMIE,0.43065609122890286
CADPON01,0.6324738643415877
CADVEI,0.8633482240897186
CAFHAV,0.6387414154119176
CAFTEL,0.4349044995601788
CAFVEN,0.6485842792413503
CAGPEH,0.6171193958042646
CAHBIX,0.7889753389171337
CAHCIX,0.8759687216854052
CAHHIE,0.6780746455737452
CAHNEH,0.7579855948544134
CAHVAI,0.6612519585350465
CAHVEM,0.7651220441319163
CAJKIH,0.6484450565091375
CAJMUY,0.6550004217470705
CAJSUE,0.4853655020342469
CAKQEM,0.6481088993186039
CAKWAN,0.669688803495937
CAKXAP,0.4775076268622643
CALBOG,0.49057843701265247
CALSOX,0.9403245749273824
CALVOC,0.8289066410946097
CAMCEA,0.5392505674704533
CAMGAA,0.9113523761836158
CAMNOW,0.5057157389908989
CAMVAN,0.524698265536181
CAMWAQ,0.9507721274768608
CAMWIY,0.7369849770072419
CAMXAS,0.848190057370851
CAMXIA,0.8523320113903392
CANBEZ,0.4772134803916149
CANDIN,0.6665294527202765
CANHEE,0.4981896296150634
CANJIK,0.8039137645778431
CANLOS,0.7267671454916843
CANMIN,0.7571227321861884
CANRAL,0.7957551566000685
CANYAU,0.6601394493896705
CAPJOU,0.8686603911618763
CAPLAH,0.5342333364917699
CAPLEK,0.42660858061144624
CAQPIW,0.48477449845711856
CARJIQ,0.7841404341271242
CARQER,0.8218665236135421
CARTEN,0.495259342405835
CARXIE,0.89078511513351
CASGEI,0.4156459440206012
CASGIM,0.39856412990506856
CASGUY,0.8788268525691199
CASLIS,0.7945790399290806
CASMIT,0.8389593134538957
CASNIW,0.7499076811126286
CASQAP,0.7066342901363192
CASRUK,0.45774370510768564
CATHEL,0.6216361507187183
CATJIQ,0.6293894171797396
CATNEQ01,0.43416378879308787
CATVAX,0.6326330719067856
CATXUT,0.6886589249977586
CAVCIN,0.8858515289640957
CAVDEI,0.5942010047569598
CAVFEK,0.6511088453572665
CAVGUE,0.8584693562427081
CAWDUZ,0.6277776958011181
CAWHUE,0.5924532694111022
CAWJIW,0.7844820430447843
CAWSAW,0.7885531646163846
CAWSEA,0.5980502480061403
CAXHIS,0.7574709266527174
CAXMAP,0.6062167444660129
CAXNIB,0.7251828373427065
CAYBOW,0.6646710760878586
CAYBUC,0.8942659630916528
CAYSUR,0.6769197969673433
CAYVUV,0.730773054985056
CAZFAM,0.7103882110853549
CAZTON,0.9391448730165307
CAZVEF,0.6131868965623659
CBBUDY,0.8918927103475519
CBENPH02,0.7272226651375067
CCACEN,
CCBZCD10,0.7720345888763295
CDBALA,0.3648506672131649
CEBBOC,0.7897309358593162
CEBBUH,0.7339884333905802
CEBJIF,0.6311640442964456
CEBRIK,0.6768188580596614
CEBROR,0.7007980879287762
CEBSAF,0.7001044259075294
CECFAU,0.6427477832029277
CEDCAP,0.6548998753161178
CEDDOE,0.6744296097713478
CEDDUK,0.38956800452442786
CEDJAZ,0.8277158736301738
CEDPEI,0.690710519116641
CEDVUE,0.45658784680194603
CEFCIZ,0.835212125492453
CEFSIR,0.8842346510017027
CEFSOY,0.5610521046101199
CEFZOD,0.9035623926073203
CEGLAD,0.8953160202574074
CEHQUC,0.6453729459433009
CEHRUD,
CEHSAK,0.4812305541371966
CEJJUY,0.7036293205558092
CEJREP,0.585270184173534
CEJYIA,0.8368481174390582
CEKGUU,0.4245899543579212
CEKKAH,0.6543658684586701
CEKKEL,0.6680884737933177
CEKKIP,0.6373139270884806
CELHIL,0.789340686525462
CELLUB,0.6862182496983236
CEMFUX,0.3607236025401781
CEMHIL,0.7189613382318134
CEMHOT,0.7020441714457621
CENCUV,0.7161566875843455
CENDAC,0.839624207400113
